,A,B,C,D,E,F,G,H,I,J,K,klasa
324,31.41447898268862,-227.10310857135477,387.3424760930518,-116.53474259766965,74.17909689194335,78.26841638492382,474.0781207993735,-81.67136983898028,-154.32339719506447,-414.24571289838326,78.70967206523333,3
325,-234.62504589186238,163.06767332123502,494.50358175969467,-248.33604624673785,243.07854956457652,80.52117103313337,-59.454564116144866,-244.25643484103315,-73.4453756743613,-269.68973322727624,78.05149101039572,1
326,-262.86716172108027,297.5231469397184,630.3112717864155,-166.43189024629896,190.47145067483353,82.35551266317881,-71.23188322249007,-173.62649394257977,-108.4872118901114,-135.39210942700905,85.47648919388897,4
327,39.05992438906182,-439.1166676129069,444.4074976412245,-230.26988115108932,367.6306492778807,77.58272914139125,494.0878770341852,-143.7612041199548,0.31576683142291273,-770.3311958262383,77.9941567559156,3
328,-289.07894440403106,-428.3401141737656,343.97685674041156,-116.47391327020604,380.9563139117357,84.42655828824078,28.194536550714844,33.80424077704188,79.61433390929349,241.2834317618284,83.91807694169717,0
329,-249.8148054662628,-316.06057335041095,267.4618208885366,-212.04126875071978,158.94014462993374,80.99119594614093,-68.5616402156258,-129.94963911406998,-105.83430077802245,-25.600245322910197,77.63208692870171,1
330,-321.06741364403433,238.83608493573047,182.75937277558864,-231.39823680595387,227.9725449934536,84.51617756455053,25.288824258678517,208.73538189186542,96.88734365067823,287.8237802740634,83.30716506812945,0
331,-153.10535298101985,-18.75375038076173,362.0389839138079,-292.5134053301106,140.72568861267197,79.70165909384974,454.79242330883085,125.95354385429172,-138.71762828663404,-424.0488867593331,77.6157208900086,2
332,-153.52616642694767,255.48608185769456,-114.93292922441395,-136.48208754231896,403.2675302625039,80.44397668588591,450.1475507214161,216.42337630937467,-147.947485205273,-38.55459509910531,76.3514104761666,2
333,-309.22436599812477,-292.8670365888029,480.78753698747363,-208.0335392105365,312.08695021113596,83.07317262560946,-122.77699377667534,-19.157977591170315,3.3993665367854824,237.29718399420892,85.43578714561633,4
334,-290.8388846914745,249.40009166341645,239.98456125759157,-173.13844885859208,63.19557450026542,84.19466415055759,38.5703601108701,50.314787765217105,34.15828849032284,120.85806759776563,83.07837034906264,0
335,1.8358284262352527,-259.0685424121856,337.3901627995385,-219.60159502456168,455.6045774048075,78.36633710559516,432.079399946198,-69.83060898648634,-111.88660098342424,-363.3943262964441,78.10823448510281,3
336,-136.60462777360976,43.60196505828317,-76.5308230646682,0.14788136144315445,142.65966910334257,80.75332981722451,453.22751070624923,180.87404854749985,-82.96163013639017,122.09613919257615,77.11946615080694,2
337,-284.1284982983365,169.13995835607693,666.9655209416678,-169.19262640515012,66.86741665147349,82.76143399917217,-84.48568209878925,-51.62350665153609,-101.19513244552358,75.40763392718202,86.33795569450729,4
338,-144.51704015779234,-245.5308440116021,59.26539311181054,-174.1984378674838,152.85490392244483,80.08904025095802,462.9904656658021,166.52047095997037,55.01817324479356,-222.87727724330935,76.78615630135425,2
339,-272.4125054597839,-233.6377684459127,371.2642013605458,-389.9482406441054,158.78054653700792,80.59949775477054,-83.83114196702269,-122.56656333125777,-48.89385107064922,-229.0137417116156,77.32145586229007,1
340,-269.9529909935487,148.68409967597927,247.1172922061278,-78.24873215378061,367.2824994128855,84.22954733687587,61.576091608697595,31.106504846635588,-27.746529386408465,138.97331819250738,83.44434506022571,0
341,-289.3897280304186,-134.45717337231713,594.619782897087,-292.2011450830736,128.9241397992037,82.28641971967626,-50.92973020493554,38.75817499301556,7.056421797811364,-171.2728909145907,85.58273924980116,4
342,-133.1328659314537,-413.627816986431,225.3632817773408,-129.67882129533902,508.41080939698725,80.07417561784074,477.2867334162635,158.00086592714885,-105.81396235159227,-230.59665675931672,77.83372163858444,2
343,29.007564113403703,-360.663313093988,264.9055457943826,-112.7328765620597,479.53562423151106,78.33372477403724,456.5891392061406,-126.93825438096718,-3.8079422401014433,-380.3302951973377,77.90656041378179,3
344,-312.5121691563239,23.333536156889295,159.37929101356235,-212.3064802997796,55.63941559252689,84.43742926952893,42.451748884910245,217.49945678655527,104.38390872182626,246.92886072145745,83.25630761591688,0
345,-283.0755711344047,156.9720562027818,828.4054074476883,-282.7469462553746,148.3647077004071,82.20648875380179,-114.71542083670187,-253.62403464660738,53.09814969391181,-212.78198540738998,85.69523776481934,4
346,-271.07886242935484,50.25290255962153,283.31683592980346,-31.89367233666887,404.32176396705216,83.15022177205437,-76.99991550467035,-37.78781738250095,105.61674186287689,277.30971562549496,85.03864860791494,4
347,22.29500939879003,16.243259381963625,510.25821629853044,-201.73927098851811,107.16930343539391,78.04726371445275,450.76852312306045,-154.04193213683345,77.18118915808826,-529.0929062919369,78.64246519082714,3
348,-244.83172918112905,15.812095649841723,383.0703272730236,-265.28093644644156,179.25794660967802,80.64255698697782,-68.32994830227,-205.91587449226634,10.576687413385862,-206.65257393482736,77.58267714019186,1
349,14.913896031611728,-127.40059551963652,186.27545129030858,-157.5583613356436,394.4647222456199,78.40053523189768,462.2616159529284,-19.06420312474078,-92.04784190463916,-345.63483545784413,77.75496402706256,3
350,33.3722790436951,81.03867008257313,208.16828442083371,-83.07360929547363,412.751068913426,78.38725513120329,465.68533169992014,-107.75116566627331,46.61335311190962,-352.531348574714,77.81911150740328,3
351,-251.17382228854245,245.14869452762366,494.1433810474729,-107.89295528342187,230.02570350787244,83.72008740736072,87.87812777706334,-41.77893900465939,-105.27505109557235,-125.59523947700262,84.146959413395,0
352,-268.1692955208224,-309.5646075868559,438.15275351106834,-132.95900751029504,221.00250390410642,83.937027023733,73.08666252762,24.132499631780163,80.3797142193988,-12.935934829409604,84.10133586434716,0
353,-140.1358677406434,55.95058625505911,-40.71704544984385,-118.76204744301207,494.27200729517,80.26351103087107,449.5701568197531,115.81622407220723,36.62375266363118,-132.2725408884845,76.34496396952173,2
354,-280.98031381423255,-366.21342430937045,539.2483784119495,-232.54543149676147,256.56878008534056,83.7209508531067,53.78210734539596,-12.01437362217904,48.32330829396331,-125.14684190458202,84.00300453428099,0
355,-231.51980382914277,205.80361138349429,291.0559462704369,-162.30568003788966,99.6004736674598,80.86470612698035,-65.17926038828091,-234.10084034564795,-14.536169150187751,-91.2879021461714,77.49079883542724,1
356,-156.8074665770261,-342.3885057780537,-172.77154102442142,-28.526948457268574,162.38698034499907,81.0164866963306,412.6686100187179,171.10392558656247,-152.94961982349787,258.7566141629334,76.55901940313223,2
357,-299.80995747465784,-224.09637368534956,43.86183293495387,-177.6046562263158,156.51016376175804,84.35040918926506,55.57900877972662,186.99639936227896,-98.53767552348499,201.73830541006078,82.60605229140027,0
358,-274.1892950960043,133.21825455956932,456.0706834400236,-140.47895607381577,252.45257647814492,84.02026164928203,72.11013440653376,64.88236028507589,-9.375410679451276,30.288789145698715,84.3690533696896,0
359,-141.9715041211743,348.9379794782853,221.91445785845158,-150.92002465150946,106.4081151670687,80.14839581861196,466.68620077396196,175.50942209180852,53.1324291541961,-192.0532300237354,77.83200986232998,2
360,-131.44861025667592,-97.8828598436191,116.466401547654,-76.72185683574372,275.5387196820617,80.29011923499412,465.8921873634441,135.67886101681682,-35.01430721217778,-118.45458626796872,77.46591940513687,2
361,-221.57998864614711,291.3826245704261,402.50597174494646,-127.34129251697561,315.1717402085259,80.83334830705498,-23.35132429753662,-130.65476615121582,-67.84859282596462,-107.57238834160427,78.63976478999643,1
362,-128.86711622851666,-2.9607574335376228,165.44513157782893,-101.0218992112034,451.41818021080894,80.12494048612609,444.49665032883195,15.305945845553019,-41.95082214775028,-204.23386117042463,77.07834587733265,2
363,29.236542883243544,330.5785320543868,324.91708598285084,-200.3205310300699,274.5101842497374,77.91717001147825,473.44855335394107,-122.53438130988609,32.618991149253596,-596.6521025384496,77.70255752426768,3
364,-281.15120704914017,-410.2342706806435,482.33990367276306,-260.65041463018594,279.1545039081488,83.59210217927767,67.39714067621867,23.150651459455474,-152.25855926414508,-192.05947981315362,83.65859655765851,0
365,-235.66102623964773,106.80378781991942,366.2428919048814,-87.05779747184889,104.6162205048955,81.30029257770097,-60.04210432602895,-129.49520760033198,-104.19035963709707,134.9172856047291,78.82547968334934,1
366,-303.95396295239266,-61.64052828017414,407.20835282681014,-259.00885990988803,353.718141303587,84.04910379040362,34.65484481961249,85.4272208055039,79.71649949651598,45.266853630379,83.71336883438065,0
367,-119.13910546183834,281.9556671352364,301.9654375240368,-214.79505939794007,495.9603137509448,79.39804191352083,485.95720904550035,19.011742198480114,29.774450795112088,-581.7208739551695,77.0396243327003,2
368,-271.45580817000746,-252.56346958543008,386.42295228082224,-364.0605672369675,91.77234719031003,80.70243284606643,-86.2492595638488,-122.38443507454927,51.37416999941803,-175.55833322904826,77.55793015976464,1
369,24.921964887224448,-332.649802182701,292.2824106327589,-148.68861345922562,77.73490419555762,78.24507422882527,471.2906790379923,-60.60692241956268,-51.35115721610407,-426.3675702106303,78.13276656394575,3
370,-269.8241695280263,78.93598188577096,519.9734446054792,-418.3839992866771,451.0231563514363,80.41472833244877,-66.38423174018271,-95.52932645082709,31.717814225987325,-324.966684687171,78.03980994711574,1
371,45.92453513305918,251.66192346622375,199.75423992041343,111.82842394526477,428.0318380597587,79.05682790866994,470.7238545222604,-60.53220926617747,41.21982087695096,-4.8142981725202105,79.0650067679531,3
372,-143.16031057923314,-101.2726317366731,351.29129034473067,-279.7483558032419,216.43618066444088,79.56576476451919,465.9207494274368,95.67083661219006,54.098550793380824,-494.62041677282343,77.42609194283837,2
373,-237.88339829197767,321.303875588127,368.4470556142136,-200.56512333079922,94.35215744729155,80.81010112048631,-19.11156148578516,-29.226308139376272,-74.32811094395629,-119.64492685547455,78.54837542975697,1
374,-290.83653586189814,-24.483496075232047,259.5806483171602,-219.46829227300114,380.5565723165299,83.9766659423525,55.04230554550415,82.84297291045931,-97.72797385431313,7.649023710353916,83.02560248826182,0
375,-137.1256745628163,256.2418963099959,-102.59359420827849,-70.7018363283475,104.43403972230445,80.43029385189146,430.81414896112835,50.802937579511536,-104.76781554048321,-45.660252374625415,76.02105059971448,2
376,-168.77248661827707,-146.03625370454427,127.01504913153809,-172.0799394961998,378.82478030780055,80.5769077097565,427.31371159170914,229.73265836372053,55.14669791826579,30.478055394997313,77.64057925340016,2
377,-232.98480319283422,-213.80178852633463,398.36740354233564,-210.99504904635162,418.99274078872884,80.66451881147876,-44.8809672941083,-176.27266626068018,-2.0509767866128215,-195.24753912172056,78.01613094542343,1
378,-234.3295036491083,258.37708728339794,241.9831687723238,-278.5653838261379,388.33436826567737,80.3731385406887,-41.31128275707667,-196.84658276591796,95.93857270150377,-346.56475468692105,76.67081492692485,1
379,37.69998525165326,-187.17454337966063,373.1569299756109,-148.03438026029616,433.28775835728277,77.99638862166536,464.70789133826094,-190.8817048980527,48.892414473107294,-555.512942766389,77.94337708840996,3
380,-157.75218456985633,-84.56516356515516,324.2768229022879,-260.5222049968536,281.45894324481344,79.94371278859016,434.6038309296797,107.65865982747948,-32.093690215141265,-298.34754464005505,77.57855478968249,2
381,-145.8894522458053,-117.77551618854196,113.53918852832935,-150.8086647509596,469.57518714785215,80.2261144183599,431.63500320812545,72.27253248072122,-37.73724393213635,-151.6930433865328,76.86522064998738,2
382,34.03600188840852,-76.71507217954846,214.7494342292021,-130.60189444318166,98.02407182432532,78.15058808073272,497.56452994967947,-21.879197494948617,-70.98517434164332,-475.4353427131473,77.89445171782849,3
383,-297.1756696766439,304.35384647214846,498.05598321368774,-230.17569200667643,335.51400256411324,82.7316145340386,-103.37164654286363,-58.235453233476235,69.30571778159538,59.92203354174762,85.12696751767554,4
384,-258.35042823742197,-444.2164078179936,821.1268770421934,-195.84784743011414,182.96946894560102,82.12813712357774,-30.3984196609552,-72.66981532886345,106.519862241504,-253.4709122463625,86.69568886714012,4
385,-162.88566834672577,-208.97305891156253,38.24180797935307,-104.08989746398356,112.30575478812091,80.78076978956992,409.08794813980006,156.48376624773994,25.623992636994586,136.34604087340855,77.23548354373087,2
386,-291.1810165824515,-370.0090999920883,710.7103033956129,-317.9840584499293,120.44319025195193,82.2004212786089,-87.76595209723592,-106.32110142302179,-162.41827500694626,-215.9328969265923,85.49327873506371,4
387,17.450021731402842,-90.81341206370514,289.37887622148816,-172.80406678814495,217.56168662216544,78.27884516360754,450.5388033007636,-95.55642615700992,-103.2013987132562,-408.82992497325364,77.89463405781558,3
388,34.61150203084301,-255.6199935210274,223.39661431227233,-116.86680611749625,490.92838437286935,78.20386379231198,449.5474000686585,-203.11718775731046,58.6495530543103,-447.7686365508826,77.29986783818845,3
389,-283.76752037179074,-102.70775794208727,303.6860527777891,-177.24274519988165,154.71251035802504,84.03603009939857,65.3536987436324,92.9095414313239,18.57571323430666,38.477531502705915,83.50617459620915,0
390,-320.2417194580995,-438.0889325677925,309.2303214954538,-162.79110938305254,432.5867806204485,84.82266117368498,11.192006648471562,193.56117986260568,-84.1356567287595,446.9843377986043,84.35791735863138,0
391,18.502058020370555,-358.6292092930663,421.7041243572559,-114.23643215289913,467.61171003099736,78.53363987321352,436.73729862605074,-118.20678568253386,111.99439669404259,-276.5120233741473,78.88279263890703,3
392,-128.06188193582776,-325.45499616645566,572.1881244062422,-242.66672983363506,69.05509267878324,79.4427278213286,461.6133375171233,-20.40877943962058,-103.45025359521914,-558.5149543294394,78.2639727377993,2
393,-259.0395929471007,23.209097551000397,583.3597407300947,-149.63320376325478,480.79148326649795,82.35912561815618,-62.01898958972467,-158.21556268439147,-148.76927631232414,-133.5158592414531,85.35194058525379,4
394,-223.13500894364307,-62.44909907993573,273.3372425229112,-121.25905704124771,461.65010504033313,80.89259961211962,-15.541510726613865,-83.54471111520051,25.416699270851986,-76.8024859158915,78.1746261941731,1
395,-323.97400762946336,78.49677356112306,210.8329896007026,-258.96585880199314,38.572577711190064,84.44375791416773,11.742713159304031,161.73201814467777,113.02400419262389,250.2154006180951,83.12717977347556,0
396,-279.8533188743494,106.25480840791167,710.6286267488001,-170.52979760353645,325.2100204587227,82.67091027776962,-91.36742963489593,-114.3571469892901,40.911514784481426,28.39759639755522,86.27918202816115,4
397,-297.83601485239353,-239.67273026846806,332.58094143762065,-179.4189384568181,507.3114732247944,84.3029818805802,38.27644665773795,102.58751773190406,-71.115542988024,177.1087439353376,83.8161665338604,0
398,45.50985429624572,-149.764085963379,567.9897389538295,-241.26582000033713,426.6236814461705,77.40391839808358,493.84258320341723,-205.2352162547084,80.42922402756896,-863.1897264230331,78.29657350053202,3
399,-159.15572582704644,-429.770741018763,159.82936956872248,-215.1855628718217,451.30705792698205,80.18464610431896,436.14934703748474,155.69825325131674,-12.387675231484069,-173.22802857219526,77.16836395211122,2
400,-131.6597634207367,347.23463288418725,90.5863362956809,-63.9092726226398,43.760836050713436,80.35455446968795,455.118208891302,104.3623548962434,91.532068027046,-84.99260796818918,77.28178711859275,2
401,-281.3186789799595,-155.25209172564212,728.470641715447,-220.68003292738587,58.19646725123721,82.46385763933759,-97.70132512327865,-160.5263915604972,-50.25552543547997,-79.12728384918317,85.89260457136147,4
402,-235.29249966933122,-284.09945089617395,504.2712913252944,-247.24037291702987,386.65224704540924,80.53947620518257,-59.22144300662322,-237.1197969792443,-123.9267577844239,-260.1836412141928,78.14612666469594,1
403,-304.9315051010061,-2.677808567514475,470.51928654310746,-250.91094254012486,118.3371628247991,82.78688062066031,-93.3841170551579,30.33244934334877,86.71592162090764,88.6223649681242,85.27036990572759,4
404,41.07378671038154,-157.64599452919845,528.47007366671,-174.18468920342377,211.50012171642453,77.80689485578151,466.5122936430179,-229.28448017742224,-153.02365702581483,-653.9192931440675,78.44411829979859,3
405,-158.33256202588285,334.69920093852255,233.3890608436356,-285.6256479618622,261.01204708335183,79.83705242274125,428.2086877747695,70.8132972634897,-76.53077243783804,-353.73753219021364,76.78414332541223,2
406,-144.99530855120022,18.370568941044937,228.2312810999672,-199.2965612977303,173.22643154910685,79.98039307107311,460.3291246474785,143.2805688851387,-72.53784215750827,-279.2990407848841,77.46327327054543,2
407,-126.35408501113294,315.89887638320675,139.77231722972937,-135.36808450633066,439.4429609586701,79.91385004859914,478.07945988200714,101.4034495821081,64.60023040773166,-313.8556181700036,77.04414401430445,2
408,-273.48767882424454,-267.72229663085983,577.8854461508018,-147.32612002523598,254.03128490072393,83.97422633777947,60.38177709093864,9.129567239517044,-84.32423317064638,6.382108246007448,84.76255536747088,0
409,-285.9476700590099,-297.59396350614395,293.2326958356459,-240.97382155567118,458.15648992786384,83.77917178126874,64.02926545059992,62.868803606148234,12.706765951090851,-94.91202637223489,82.95110579592455,0
410,-284.7279720694972,-365.95252795205437,256.5769611747082,-140.26705826204045,130.88312459309535,82.90932141589778,-93.57134888451844,-62.37070393505512,25.161762648353182,152.20731585270647,84.2414319750706,4
411,-181.62477381069087,284.2199341528508,-184.32461799402012,-124.11754657803273,234.53063868337472,81.05576634693536,398.5411161795133,256.56590989007606,-115.64689584313601,279.1550005800029,76.46418267512,2
412,-128.78003324218162,-237.0043006428946,338.6681908077763,-283.75425719395935,271.3573153910454,79.26358721973565,463.55501062313976,-34.624524481234744,-124.43501986604251,-651.544784229118,76.68273913333799,2
413,35.485342801201966,-280.6514695259983,511.5264839088135,-197.1005651019065,199.86273390231085,77.80919873286312,466.01800592964645,-200.58160518899638,-113.77162238457498,-652.7228625688292,78.37350209746559,3
414,35.124304483256395,186.5730932812509,342.1332607349739,-99.89517781204039,109.36747635350972,78.27360065272683,477.1828921695637,-89.02484412574549,-74.77797424311908,-411.5534614066604,78.50397360187664,3
415,-274.99796221227643,231.41332699116612,226.74187837709138,-93.86830044184705,150.7709373240155,84.25546766122554,64.54384672421402,73.63319439882382,-70.76357905292619,152.43404872344777,83.45074484701723,0
416,-285.77799936173864,-283.4676044278415,365.0617069054285,-178.04237920193995,48.486716921322085,82.75230150293702,-83.55115828501226,-40.37550507503768,-155.4067291039029,70.6650207855433,84.694755949594,4
417,-272.04062602504905,70.23836556435242,216.61274559153466,-339.04441147602927,49.854330724075794,80.83164024438264,-65.29419020062244,-19.680030136675583,74.81640110059632,-108.4594054580628,77.20202994732074,1
418,-234.72814869716416,-181.44578431544704,601.991008601641,-316.0088511851176,103.54655130814658,80.2048457008529,-51.58397646251166,-258.48965509384595,-54.906871955580534,-433.9612138036163,78.15969281901987,1
419,51.33652803620171,-398.4106194746645,370.42064193379224,-70.8334858186488,179.09979113788927,78.09089018236531,491.15464667825717,-148.96740034149082,40.213781581251766,-506.43716631484955,78.45423368287993,3
420,-151.14245070881475,-75.05620505308843,322.95896823185006,-378.0184339564837,493.5022791175694,79.26073851253678,465.55371266179475,93.88778163958833,-45.87837997821835,-653.0241515182092,76.72287091045654,2
421,-272.9538799389616,305.16355108002966,543.0183001344876,-150.37913410131853,228.79369250290446,82.62976753453157,-89.63046835717677,-150.91204161713037,21.639380436943846,7.03168397453409,85.28213731746405,4
422,-297.98984331603555,-29.83756370612727,175.14958096583806,-180.24725595407355,138.75979950074841,84.30211604115627,66.15918566840614,211.15225370747004,-4.61235361147024,176.65910329768928,83.38587795566862,0
423,-154.2603008674741,-43.45882210581148,136.06954007036586,-219.71611795432682,77.71916278368923,80.06687897696105,447.7548243938752,157.21888946175804,-120.06262042785495,-234.3858885350349,76.97215653559911,2
424,-257.35010936581756,-54.6304986296267,482.32629417234335,-340.5247524849634,483.8207273652962,80.53523122951853,-40.38709466733346,-45.336022040796664,-68.81408346234979,-262.38810720594756,78.40776332042213,1
425,-289.8213892843123,-352.7417190592967,206.79172118331698,-107.48952712215508,477.1144865181658,83.16387329542574,-91.17917165621361,10.887959535755492,-8.336926359187043,284.3991129246953,84.5124990271673,4
426,-278.84697324652234,-397.9447069890054,694.5539019993751,-224.74328737392915,187.95700552431055,82.39604302258064,-78.39078313882396,-108.92294653206852,-78.74502218945715,-114.34421516185532,85.86542751549416,4
427,-236.8537736959443,-350.664945635109,286.4914182398695,-242.85557389983336,51.769287544040395,80.59086538650809,-27.287169216153018,-97.78289842520388,89.1511866396119,-233.4966324909634,77.55441666543067,1
428,-264.86915831939916,-17.02944945679519,707.0724161256719,-240.0734921612889,364.50877711511873,82.0485216135278,-69.70830956419593,-200.78546580182334,-36.60357298973973,-294.8161868042317,85.34538739783005,4
429,-234.75469190085025,-116.33749149257486,497.2060417763878,-156.29915136962197,43.932266046414384,80.95669945440214,-41.1655249122808,-110.52539231460887,105.06454373617149,-43.514680856001206,79.1752083734026,1
430,-249.16010794760234,-5.608601577392733,660.7847736966393,-339.5309498523028,230.68105432341656,80.3785401016109,-47.94368933661332,-141.35801570765028,89.6785124829478,-343.75966031235566,78.93111248580703,1
431,-161.9107469937863,196.4264710902413,380.40656456739606,-412.3689406509584,509.0787310577467,79.31130767895829,453.65338238733796,113.4436275080325,-19.18614372861603,-626.7629862182816,76.99726238977851,2
432,40.0678746376112,-137.61645159964783,366.58298279488235,-161.7339824299255,207.1829632425256,77.88528670268238,510.7652346202686,-41.44509975105189,-122.01262544785605,-613.2094813098983,78.39611301577432,3
433,-303.5000084077751,-417.7251455431416,419.9718666548574,-139.02219202149172,275.2000516762127,84.60461921411397,17.340979981171017,95.43676131025312,-14.24482290636586,333.7525733102092,84.5681591521881,0
434,-154.20217121044396,-209.20635647857497,13.52389373453579,-216.77414782277782,258.3841369463599,80.07957372284424,477.7710457647046,274.8268713562464,-40.388816522212764,-227.79335708414135,76.78993362745312,2
435,16.496640366605163,30.160471660408476,57.15659765038211,-92.89204258184377,103.77515912189043,78.67356384512573,460.1580394501673,3.2664153068329966,-81.66686083654204,-203.847852381481,77.52881242317564,3
436,-280.2299295948209,-280.07811228867786,137.0585790175773,-94.04790969656328,297.9867011585524,84.35770735679299,56.14076934299996,84.10324868832934,-119.59416822865649,205.52832999222693,83.04923815763138,0
437,-279.64035134212725,152.60095783781338,443.2106071416679,-158.22327744861224,249.44655571556433,82.72460842436594,-73.19938534617751,-37.555165844769675,93.45053397147521,56.2836780527615,85.2007398458833,4
438,-151.84651267425318,-206.79567336403554,346.53042659125845,-266.68420972896104,451.3715657114648,79.79836600796975,448.2062240704456,107.4847907755682,-95.43883272757277,-373.8278442334776,77.6073884512632,2
439,-163.92460749613176,-209.66501474977332,36.789434602383835,-173.8130399792989,177.89677379351923,80.47323758408746,421.7802245899636,167.23065690772256,-26.526188212775125,-23.359065117653074,76.84435444682184,2
440,-151.9907162717448,98.90675482761301,75.148479860988,-166.26458405156464,474.6656441555144,80.27361657843535,444.1499999482912,160.54019101346623,94.25968006647808,-127.02461070075165,76.96618665952406,2
441,-225.15114319925928,216.5607005295409,544.9849435409631,-218.61470540421067,141.79792130529177,80.47432787322104,-35.18230782559465,-208.40814602495354,-33.574728085601926,-294.0159393461358,78.56976290506748,1
442,-242.98449120612156,-389.9983145387752,573.298421449454,-223.95134671831053,78.44441953672396,80.80059011605591,-67.14703269945767,-188.75107575171418,19.670404407219834,-124.58410377274971,78.93068663271913,1
444,10.493961326822983,-180.65643587063457,474.8342764811629,-266.4061952930721,456.5576342897466,77.97556190424038,421.4643275518157,-213.69583146391201,-50.202445055888035,-566.3285030703444,77.91430700305169,3
445,-244.4019460344585,-425.71839778687655,315.7851649777111,-187.5259816224804,151.3825064920588,80.99987577748198,-52.23853933150653,-94.90183308548048,-74.88562971762997,-21.09270640635998,78.13962763712179,1
446,-144.2418300827715,-54.238084173393474,123.72950344536699,-216.10595050202596,310.27782533805794,79.88647010428761,458.710420787912,119.50422549976793,-83.51704065321621,-328.0743465839641,76.68637718479965,2
447,-272.46301480909045,-86.09853073551244,687.6544418783723,-228.72043719005035,408.56457603045385,83.57112995620923,41.995497737339235,-125.18997547255846,-121.58562920294447,-202.95060291604608,84.3086894518406,0
448,-294.9845323643156,180.3878765031112,475.9565470076137,-184.92741120117142,395.51965515268193,82.90130677330318,-85.94528115055374,21.565262014395095,-49.14806724695087,148.04521730747615,85.58717041830464,4
450,-268.61907220345523,103.92874035540243,418.06353007224334,-80.75528909709699,232.46104176895236,84.19147361386925,44.53320398712296,-47.491814323025224,101.73198556535941,119.20118421809042,84.03632220742455,0
451,-145.33510214288066,-153.9381910420479,-65.8423369895877,-53.30545695601096,473.88538711920455,80.67388163505025,452.2055774735772,212.87237766247802,-15.473224220559915,80.83775997654146,77.05051072564449,2
452,-125.33385374277002,-455.5531915444877,168.11566480939854,-167.48505338442962,389.0629336147125,79.74265903719333,458.3135487464772,-5.064671715346275,-37.00218326722662,-402.7571320078465,76.56467893744393,2
453,-128.64438079342403,-228.96821671975485,183.39860623875862,-168.8637669753769,123.00380622224756,79.8013998824127,470.38079952721296,67.95443293153822,45.81275720606716,-372.25231740787564,76.96046330846302,2
454,21.57909652634521,-90.0177919464935,163.55322382566544,-68.46935647118687,62.46660838268477,78.68831793296995,457.6219788069056,-31.976836278348813,114.39424647287822,-196.1858803312175,78.07555460783026,3
455,-135.7357750572361,-408.7799038471474,180.4883287919866,-196.86349599887086,86.85961323142897,79.80939991814795,458.5363702745808,61.712646802099655,-5.034455697296732,-368.09780437719854,76.80901048133394,2
456,-231.0061537150616,-327.2404938791727,401.5049555160938,-312.36023260753416,52.99040545444663,80.14867620080477,-32.33986670137298,-212.25352815864164,91.25550651908232,-463.1306984908474,77.23889302901169,1
457,-276.18144838355096,-118.3966359123431,614.5156946823515,-103.41318783241681,151.3874244559865,82.91430419622854,-91.17609620713807,-98.70898705330058,-129.7533955957461,154.7949325207182,86.20292899815007,4
458,47.466591898519454,-338.71243050428245,304.9591586504961,-40.628768629913566,339.2428661486005,78.30923257965362,483.9855833569755,-124.50174979040803,-2.7935232376734227,-393.049380971952,78.41813446825009,3
459,-284.88246711956566,-317.7679979261486,506.79549437653316,-253.1517870554778,443.20472678497174,82.38131581548771,-73.43430388797151,-59.148496378386795,-52.24737236113948,-121.99222772054055,84.91628849781301,4
460,-151.65638214839626,-59.81735290298819,-8.021816500042064,-190.69162763781367,452.91091473131235,80.15211581370845,450.9692579903598,167.7308929363541,68.57472289819265,-190.12139264026806,76.38535279025247,2
461,-228.0060982130709,23.87683010234862,460.8956860983414,-182.55524863820665,223.16997878928464,80.70021501568985,-42.227877814425085,-187.8863292612868,-114.27976093782397,-176.71007873422536,78.44366021776437,1
463,-269.5791101623954,111.98294837069454,47.58019988804705,-31.02473247192067,66.13804440524652,84.44433917705945,86.25571020078208,155.26175425411014,42.97587689321851,250.51725730196836,83.14171839457505,0
464,-280.06032479480973,-366.01191896438917,221.03230761502826,-47.81760317585133,164.73677735573125,84.57184933267011,48.435334275881615,84.0020010590618,-155.30626666750533,316.73478689302624,83.79431903005975,0
465,-135.4545343181315,-29.062009437325102,33.481040058938106,-91.92178977780914,348.83310648926175,80.29754148728048,467.045499057034,162.91074613538137,-100.37150892848072,-114.6001230054067,77.06287387290605,2
467,-268.7463220935343,-129.264851511679,310.1297188096232,-341.04935743858357,99.23637034216577,80.7573011123933,-62.65443955411399,-37.95283217514169,38.665869806853465,-147.06459457968785,77.5972522620953,1
469,-274.9356345957683,52.11455140232792,232.647972498105,-255.29750909412283,285.4876361013739,81.28265512519093,-82.02994276947533,-4.229545944473319,76.95029637588637,125.75794823350822,77.90034198875406,1
470,-239.94151002677046,320.1283248668867,459.7392984208699,-339.4916460848451,471.1207137545798,80.19709239711236,-36.05015691313233,-171.25841059170415,104.35410719242523,-437.98759599575686,77.63152531420546,1
471,14.024557692051701,74.63497354097136,273.782082447931,-233.56792277420388,330.83905595767607,78.06048193229223,461.34755313732865,-66.41028604869035,-102.80487908692922,-522.228529672405,77.57719166440556,3
472,-222.28737576202656,-253.64420234481287,195.4186590053431,-141.4753456853445,40.495316602242184,80.78079427264959,-39.530075076002674,-196.91882215950864,-139.79870264493462,-134.86431902509835,77.16357935365514,1
